Path,Class,PropertyName,PropertyType,RealValue,OtherValue,TimeSeriesId,UOM,Description,PropertyOther,LastChange,Version,SourceSystem
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Solids Handling and By-Products"",""Anaerobic Digestion"",""Product Pump 3""]",,Speed,specification,0,,,rpm,,"{""DisplayDigits"":-5,""DisplayUOM"":""rpm"",""ID"":""89d0d9b7-b9c3-4375-a946-dee8fcea54de"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""rpm"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Solids Handling and By-Products"",""Anaerobic Digestion"",""Product Pump 3""]",,Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""d4ccd62a-f8de-49eb-854b-3aa35b667b21"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Solids Handling and By-Products"",""Anaerobic Digestion"",""Product Pump 3""]",,Discharge Pressure,specification,0,,,kPa,,"{""DisplayDigits"":-5,""DisplayUOM"":""kPa"",""ID"":""a0e0ddd6-0f55-46a8-81d4-7761a0d531ac"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""kPa"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Solids Handling and By-Products"",""Anaerobic Digestion"",""Product Pump 4""]",,Status,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""de9bf18e-7a74-4765-abcb-91cbeb8f3445"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Solids Handling and By-Products"",""Anaerobic Digestion"",""Product Pump 4""]",,Speed,specification,0,,,rpm,,"{""DisplayDigits"":-5,""DisplayUOM"":""rpm"",""ID"":""384b27ab-a79a-40bf-bbe4-68a70f5eb83c"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""rpm"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Solids Handling and By-Products"",""Anaerobic Digestion"",""Product Pump 4""]",,Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""fd829b68-9379-4af3-8fd6-90f1f1b68048"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Solids Handling and By-Products"",""Anaerobic Digestion"",""Product Pump 4""]",,Discharge Pressure,specification,0,,,kPa,,"{""DisplayDigits"":-5,""DisplayUOM"":""kPa"",""ID"":""1884cb29-1001-453e-9a7f-390ca900f42b"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""kPa"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Solids Handling and By-Products"",""Anaerobic Digestion"",""Product Pump 5""]",,Status,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""c78f0d7e-827c-4370-9006-96addaa16270"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Solids Handling and By-Products"",""Anaerobic Digestion"",""Product Pump 5""]",,Speed,specification,0,,,rpm,,"{""DisplayDigits"":-5,""DisplayUOM"":""rpm"",""ID"":""0cdad310-e9c3-4fc0-82e8-b98eb1867347"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""rpm"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Solids Handling and By-Products"",""Anaerobic Digestion"",""Product Pump 5""]",,Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""b8849b4a-69cd-4273-97bc-2fafea80c1c8"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Solids Handling and By-Products"",""Anaerobic Digestion"",""Product Pump 5""]",,Discharge Pressure,specification,0,,,kPa,,"{""DisplayDigits"":-5,""DisplayUOM"":""kPa"",""ID"":""1612b45e-32fc-4923-9f37-8efafbcba1d8"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""kPa"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Solids Handling and By-Products"",""Boilers and Flare"",""Boiler 1""]",,Water Temperature,specification,0,,,°C,,"{""DisplayDigits"":-5,""DisplayUOM"":""°C"",""ID"":""4bc4619b-4da3-4cd0-96cf-c6b565bba551"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""°C"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Solids Handling and By-Products"",""Boilers and Flare"",""Boiler 1""]",,Waste Gas Flow,specification,0,,,m3/h,,"{""DisplayDigits"":-5,""DisplayUOM"":""m3/h"",""ID"":""44b6239e-5e1f-4c15-ac92-6eb8785e1fb2"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""m3/h"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Solids Handling and By-Products"",""Boilers and Flare"",""Boiler 1""]",,Natural Gas Flow,specification,0,,,m3/h,,"{""DisplayDigits"":-5,""DisplayUOM"":""m3/h"",""ID"":""9cea7c8e-bfee-43ba-be86-07013fc2a89c"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""m3/h"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Solids Handling and By-Products"",""Boilers and Flare"",""Boiler 1""]",,Heat Duty,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""44205100-7391-4d7a-931d-5efea03a5d77"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Solids Handling and By-Products"",""Sludge Fermentation"",""Mix Tank""]",,Outlet Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""c12cc8bb-5160-4209-9185-c863fc4bbef8"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Solids Handling and By-Products"",""Sludge Fermentation"",""Mix Tank""]",,Level,specification,0,,,m,,"{""DisplayDigits"":-5,""DisplayUOM"":""m"",""ID"":""45908cfe-a43a-4fea-beac-7ef99f8f353e"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""m"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Solids Handling and By-Products"",""Sludge Fermentation"",""Mix Tank""]",,Inlet Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""862a1c09-fcb4-47e8-8135-98399f7486f9"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Fresh Water Division""]",,Greenhouse Gas Production,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""8f7556bc-6661-4bc7-91ec-16e1d5fb2d70"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""AshmoreAssemblies"",""Meter_Freeze""]",,Meter Temperature,specificationString,,,,,,"{""ConfigString"":""\\\\fusion-rockwell?7ffcdfc4-cab3-49d3-86ab-857d800568b2\\ROCK/31867"",""DisplayDigits"":-5,""ID"":""02dcd7e3-0920-4e33-96b1-6fd270598075"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":false,""SupportedContexts"":3,""SupportedDataMethods"":225653751,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem""]",,Greenhouse Gas Production,specification,0,,,,,"{""DisplayDigits"":-5,""ID"":""805e0f4a-c545-4d49-af9c-542e440db681"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA""]",,Process technology licensor,specification,0,,,,,"{""DisplayDigits"":-5,""ID"":""4d67ac4a-712b-4392-9986-122c0228e5f4"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA""]",,Regulatory jurisdiction,specification,0,,,,,"{""DisplayDigits"":-5,""ID"":""8f36f14f-6ce2-4a39-be50-1201e2592a31"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA""]",,CO2 efficiency,specification,0,,,,,"{""DisplayDigits"":-5,""ID"":""18d28503-a1e9-480a-9bde-fbddfb49dcb8"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA""]",,Ethylene Product Rate,specification,0,,,,,"{""DisplayDigits"":-5,""ID"":""f1601a5d-07b6-4d99-8358-8c3a46a21a10"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA""]",,Feed Rate,specification,0,,,,,"{""DisplayDigits"":-5,""ID"":""f6c62b8e-ae4e-4e5f-82ff-0fd079e1e014"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA"",""SHKA.03""]",,Ethylene Product Rate,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""baff84d5-43ee-4872-9a7a-b872f3e6ca6b"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA"",""SHKA.03""]",,Nameplate capacity,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""867c6a94-d4e4-463a-b46a-a6a3b0bcc63c"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA"",""SHKA.03""]",,Manufacturer,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""b66dedf2-48ef-4acd-a284-4ae8a488e8f6"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA"",""SHKA.03"",""SHKA.03.V12""]",,Manufacturer,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""df95ca0d-4110-46a5-9ce8-8f3ebc802802"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA"",""SHKA.03"",""SHKA.03.V12""]",,Design duty,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""50912717-222f-4ddb-813a-b32c1990d5f4"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA"",""SHKA.03"",""SHKA.03.V12"",""SHKA.03.V12.tube side.demeth reflux cooler"",""SHKA.03.V12.tube side.demeth reflux cooler.tubes""]",,Gauge,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""58b669bf-2543-4161-9a6b-37c1b15d4f70"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA"",""SHKA.03"",""SHKA.03.V12"",""SHKA.03.V12.tube side.demeth reflux cooler"",""SHKA.03.V12.tube side.demeth reflux cooler.outlet""]",,Connection,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""40704b0a-f50d-43dd-851c-811e286b08dc"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA"",""SHKA.03"",""SHKA.03.V12"",""SHKA.03.V12.tube side.demeth reflux cooler"",""SHKA.03.V12.tube side.demeth reflux cooler.inlet""]",,Connection,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""f280c1d1-ef49-4f39-a785-652f755ac21b"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA"",""SHKA.03"",""SHKA.03.V12"",""SHKA.03.V12.tube side.demeth reflux cooler"",""SHKA.03.V12.tube side.demeth reflux cooler.head""]",,Minimum thickness,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""1f2e4020-3446-43fb-9099-787c2b504289"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA"",""SHKA.03"",""SHKA.03.V3""]",,Manufacturer,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""cff0a64f-15bf-4b85-adf6-e1bef509eed7"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA"",""SHKA.03"",""SHKA.03.V3""]",,Design rate,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""beea0d87-06c7-4e4a-b139-0fdf05ef00da"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA"",""SHKA.03"",""SHKA.03.V3"",""SHKA.03.V3.column""]",,Manufacturer,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""ac017474-ae02-496b-a51d-a6848cfc5aca"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA"",""SHKA.03"",""SHKA.03.V3"",""SHKA.03.V3.column""]",,Design pressure,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""d3310e82-49b4-4b5b-9b20-d0b3a6926873"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA"",""SHKA.03"",""SHKA.03.V3"",""SHKA.03.V3.column"",""SHKA.03.V3.column.first stage""]",,Tray type,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""429c835e-a2ac-43b2-88d7-96538f3ec8ac"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA"",""SHKA.03"",""SHKA.03.V3"",""SHKA.03.V3.column"",""SHKA.03.V3.column.first stage"",""SHKA.03.V3.column.first stage.reflux inlet.flow""]",,Reflux flow rate,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""e3a7a38b-7819-4e2e-857d-0170ec3b4678"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA"",""SHKA.03"",""SHKA.03.V3"",""SHKA.03.V3.column"",""SHKA.03.V3.column.first stage"",""SHKA.03.V3.column.first stage.reflux inlet.flow""]",,Manufacturer,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""618516b4-800c-4c13-881c-0e47f739f93a"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA"",""SHKA.03"",""SHKA.03.V3"",""SHKA.03.V3.column"",""SHKA.03.V3.column.first stage"",""SHKA.03.V3.column.first stage.pressure gauge""]",,Range,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""a961160f-c0e3-434c-8ff5-0e46499ffe78"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA"",""SHKA.03"",""SHKA.03.V3"",""SHKA.03.V3.column"",""SHKA.03.V3.column.first stage"",""SHKA.03.V3.column.first stage.pressure gauge""]",,Manufacturer,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""924cf7bb-3edf-4a9c-afdd-bcb2d83e000a"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA"",""SHKA.03"",""SHKA.03.V3"",""SHKA.03.V3.column"",""SHKA.03.V3.column.first stage"",""SHKA.03.V3.column.first stage.reflux inlet""]",,Manufacturer,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""1fe3e23b-dccc-4ef0-812e-7220cf4887f7"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA"",""SHKA.03"",""SHKA.03.V3"",""SHKA.03.V3.column"",""SHKA.03.V3.column.first stage"",""SHKA.03.V3.column.first stage.reflux inlet""]",,Connection,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""d30b8262-0c11-46b5-adb5-1b30ba7975b7"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA"",""SHKA.03"",""SHKA.03.V3"",""SHKA.03.V3.column"",""SHKA.03.V3.column.first stage"",""SHKA.03.V3.column.first stage.top outlet""]",,Manufacturer,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""0621e6c0-674a-4ce8-936c-56e2847f73c2"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""ShookChem"",""SHKA"",""SHKA.03"",""SHKA.03.V3"",""SHKA.03.V3.column"",""SHKA.03.V3.column.first stage"",""SHKA.03.V3.column.first stage.top outlet""]",,Connection,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""a6af3fb2-614a-4650-bed4-60331b0e7417"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
